4,57058179907396
-0,290350124002597
0,270936417240154
0,0790920381802563
-0,0676509282401069
-0,0684685652928746
-0,207094169783915
-0,0838097879122057
0,14337542939157
-0,107144819296498
0,291327357800364
-0,217019460171936
0,120752285337426
0,0152250222001341
-0,267570611493462
-0,220716298846862
0,0322333630324497
0,0634143619162097
-0,0110926810703672
0,0891242493824681
0,152108347533321
0,228444268148599
-0,0310379196568569
0,00572173367520875
0,245550676409877
0,273549173387489
-0,170647684471052
0,00529502299860819
0,0427110901301313
-0,0859511104812618
0,00720527465790756
0,0651095141028564
-0,0133026384344802
0,195180068907877
0,229020698614894
-0,246288036064379
0,0234598884933907
-0,0422541977568782
0,112471184047158
0,154322255847194
0,0546989199028811
-0,0630918113342914
0,269963655606827
0,288533087907607
-0,135865628875729
-0,273317080164942
-0,168865134738789
0,0437827093264939
0,00105021642569928
0,129703628332216
-0,0982557159840389
-0,0734190146780661
0,145536706478119
0,0779616498285726
0,154825504755054
-0,280518176164719
-0,250667692651352
-0,155816843759183
-0,00735773910179629
-0,154174443638965
0,220754705006608
-0,230067889033848
0,0944645374521914
0,0196940494327313
-0,0123741259856029
0,224117410846109
0,244309565073023
0,0290607844614707
-0,239366294229108
-0,0302091624728447
-0,0413331106963256
0,280328155765463
0,289906825539613
-0,255435039920469
0,0227916419612205
0,0743010579954372
-0,250131725263843
0,200995421736033
0,00972032673178256
0,083304521340553
-0,0652959397832378
-0,102116723173352
-0,15600998488069
-0,0243883316518685
0,229573825574282
0,0550536715216253
-0,159154482679048
0,152674767213256
-0,0796982526218976
0,268688871370949
0,0847502635720886
-0,122059760811766
0,186294342664207
0,0580332898805073
-0,131576707368519
0,105190377405468
-0,102018231200994
0,11967772660762
0,0719255155752997
0,199728248268239
0,280230851788181
-0,280656699128755
-0,294309072054135
-0,252532088594759
-0,0830209832093776
0,258531054974781
-0,146134446396555
-0,0206011394134728
0,111050486243819
0,00793576143120218
0,214319871139862
-0,0865188561782794
-0,235715762216465
-0,0200167553592551
0,149523050640488
-0,274786950682656
-0,274601407616679
0,10961450222396
0,12880682560094
-0,268702310355707
0,159898750977544
-0,225592831441012
-0,0323004218900113
0,278408530065049
-0,204256620073811
-0,297172377396921
-0,0781622902388509
-0,103233793379382
0,250820620195391
0,046169740122822
0,232249316075933
0,131407897375248
-0,179496004795421
-0,160789263230185
-0,183844665104451
-0,127025589452603
0,170403030407803
0,183680394330844
0,0901816855604675
-0,206441926819478
-0,252102164994973
-0,030040103117954
0,0472795261755956
0,215437910712994
0,147901413472323
0,0965901670030272
-0,0940045183496571
0,00177895515308667
-0,245694444489523
0,0977977470950213
0,109010443328419
-0,224714398768132
0,0368197221014741
0,0624171444039872
-0,272468708629007
0,174274649226235
0,135472423599787
0,111696211999141
0,28819526228504
0,291289553461266
0,0494929433099427
0,0470978260725261
0,176600185212027
-0,176871709421683
0,072128535049096
-0,191523084785567
0,0114273571928159
-0,156905612329443
0,286743292718541
0,248858016984937
-0,279549631466879
-0,145983596027821
-0,270883518211024
0,251420051581888
-0,0932077213624528
0,153468123289509
-0,195734198342885
0,0178766245571322
-0,0363114644476732
-0,0544660826467285
0,149424440203898
-0,232126264987572
-0,0744931793187247
-0,130168158714738
-0,223348072135517
-0,0340483318707199
-0,196872141303901
0,157979597457675
-0,196353362545536
-0,067802979456169
-0,0887130626890403
0,172291375683756
0,188548885466786
0,007423735413432
0,121195734395271
0,1323814100271
-0,0445077526124696
-0,171558936346117
-0,279056845688753
-0,107391970049307
-0,124826492380736
-0,0904027617491795
-0,246938998693106
-0,203092144896785
-0,102288920712792
-0,170320122209527
0,11822492164477
-0,207973545141506
0,224626671674022
-0,041902814405925
0,263692980056486
0,175204330252113
-0,110621927497267
-0,144713674413373
-0,0987472405651339
-0,159252986944864
0,0578207066551879
