1,2812944651734
-0,206822844365064
-0,237823052163153
-0,0530560902101249
-0,183479716062303
0,213098041253676
-0,119349895147304
-0,256483622154446
-0,104877294602281
-0,256273424279072
0,0908155108293591
-0,125924156804534
0,141440074211657
-0,0980215928042408
-0,193434770029706
0,0546002208975145
0,0453142244114141
-0,0895279397207908
0,0132520072689522
0,283121341459044
0,260132576413514
-0,115444592253978
0,223286485962237
-0,0993572133124607
0,184992561575487
-0,226656249084815
0,11830813159156
-0,245099275859585
-0,0400144139491089
0,145802446056997
0,0873975641966786
-0,277863848571602
-0,202204542421831
0,0801407323126405
0,0773792359406963
-0,269370104684201
-0,17728756134272
-0,262381346739075
-0,211146902251591
0,0317406661024972
-0,0459193651312587
-0,0695626312259411
-0,0324940002674675
-0,232009119508792
0,124451737070667
0,161233286029302
-0,271305993651648
-0,21951208604477
-0,133623193871986
0,00870751482840046
0,0319344530496441
0,104459495565137
-0,0393588636253769
-0,286532239749344
-0,185186243748845
0,0357182305006861
0,220055026197832
-0,0466271085881754
0,0289382661827552
0,191835466442553
-0,230771670644531
-0,225347145146386
-0,194002636146733
-0,0164628612419883
0,0298516879928539
0,145705274513785
-0,206304584725902
-0,297430435799728
-0,111723365733271
0,145346938094751
0,204248180056106
-0,0125603901746498
0,106944576467827
-0,141401288770792
0,143947759151434
0,132693412822063
-0,299279659101404
0,129734025164383
-0,124211185949022
0,23575400325272
-0,222424532949191
0,139092669561083
0,120065532960028
-0,218697729668905
0,119007121407896
0,0594913371649996
0,247811108756722
-0,107175942560274
0,169833708214496
-0,127771852504356
-0,066512500944786
-0,142764934451675
0,268056254912194
-0,0207521176062301
0,141500945129199
-0,172149848086829
0,0040519885737691
-0,171182073127097
-0,223972092393773
0,0386153966368248
-0,117533241965591
0,035861315036128
0,288806045981499
-0,0926540382637894
-0,190107449651746
0,279706646446002
0,0419712140885979
0,0649325729650131
-0,157054611694559
0,116380321102394
0,294934336186822
-0,107319110775049
0,178116226465495
-0,0850802857824975
-0,227046787239167
-0,243734816295903
0,0280508189127086
-0,0402384225466468
0,125733109761837
-0,292748258864856
0,0125860892294841
-0,018913742862136
0,168183434693228
-0,20000908505172
0,248969291219939
0,0473740222153133
0,111743493057668
0,0963237864879536
0,0852621220914936
-0,215565458133614
-0,258480852683299
-0,274004011495972
0,0182923001788055
0,0294941514867796
-0,0377439161938354
0,23509699838939
-0,164790105849872
-0,00223931623727051
-0,290762794292887
0,102933605575437
-0,217501952972963
0,284939953351831
-0,155373286435089
0,129966400996766
-0,240189943341627
0,0886691459867494
0,133517791718951
-0,266014263763099
0,145697307375119
0,161181528475686
-0,0851107262005614
0,188325733639452
-0,175254966586481
-0,201643621829172
-0,0215506749327996
-0,11709391051768
-0,261810669192025
0,253793054983855
-0,173804840340188
0,131986854566255
0,208030351394802
0,0652675409173907
-0,102332158900021
0,274453570123042
0,225870940892897
-0,0295357099406122
-0,0666637536448723
0,278400622577593
-0,270684902309759
-0,241439855676815
-0,275657466787685
0,282710152809839
-0,115287807218399
-0,0991781658023494
-0,167660195924183
-0,280036455197277
0,199566747294537
0,222156330906859
0,129284059875311
0,255635827433148
-0,264949090250278
-0,293987347508775
-0,191555059231611
-0,0907530863260632
-0,173653486777867
-0,128785314424329
-0,215869333555861
-0,165333744774262
0,0425231709343023
-0,290074391239357
-0,0749299975926662
0,175676659017651
0,168361565502529
0,0596424451375578
-0,0505905923669183
-0,193666292304949
-0,271336139585514
